ensembl,symbol,description,log2FoldChange,pvalue,padj,206221_sp_7d_tg,206220_sp_7d_tg,206222_sp_7d_tg,206218_sp_7d_tg,206333_sp_7d_tg,206334_sp_7d_tg,206346_sp_7d_wt,193373_sp_7d_wt,193377_sp_7d_wt,206219_sp_7d_wt,206332_sp_7d_wt,206217_sp_7d_wt
ENSMUSG00000041762,Gpr155,G protein-coupled receptor 155 [Source:MGI Symbol;Acc:MGI:1915776],-3.189054908,3.39E-70,5.61E-68,29,26,16,16,31,21,283,174,181,182,166,238
ENSMUSG00000025026,Add3,adducin 3 (gamma) [Source:MGI Symbol;Acc:MGI:1351615],-2.017696152,9.51E-70,1.56E-67,162,246,222,282,302,261,1061,799,966,953,924,1034
ENSMUSG00000037033,Clca3b,chloride channel accessory 3B [Source:MGI Symbol;Acc:MGI:2181989],-7.105624803,1.09E-69,1.78E-67,1,1,3,1,7,3,344,394,445,367,238,308
ENSMUSG00000020774,Aspa,aspartoacylase [Source:MGI Symbol;Acc:MGI:87914],-3.344134264,1.52E-69,2.46E-67,44,35,41,48,42,39,408,236,551,317,440,508
ENSMUSG00000006589,Aprt,adenine phosphoribosyl transferase [Source:MGI Symbol;Acc:MGI:88061],1.274151374,2.33E-69,3.74E-67,2331,2494,2216,2132,2528,2205,1057,760,947,795,872,1132
ENSMUSG00000038774,Ascc3,activating signal cointegrator 1 complex subunit 3 [Source:MGI Symbol;Acc:MGI:1925237],1.282462036,4.55E-69,7.24E-67,713,843,614,714,758,659,310,248,299,261,260,322
ENSMUSG00000025967,Eef1b2,eukaryotic translation elongation factor 1 beta 2 [Source:MGI Symbol;Acc:MGI:1929520],1.30161447,1.23E-68,1.95E-66,2783,3612,2792,2631,2944,3036,1212,1084,1109,1234,995,1308
ENSMUSG00000028836,Slc30a2,"solute carrier family 30 (zinc transporter), member 2 [Source:MGI Symbol;Acc:MGI:106637]",-3.31394731,1.64E-68,2.58E-66,48,35,59,42,75,34,434,292,511,484,524,578
ENSMUSG00000018821,Avpi1,arginine vasopressin-induced 1 [Source:MGI Symbol;Acc:MGI:1916784],3.648434386,4.95E-68,7.72E-66,416,649,484,456,637,599,54,68,34,24,23,43
ENSMUSG00000008035,Mid1ip1,Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish)) [Source:MGI Symbol;Acc:MGI:1915291],2.275961042,6.24E-68,9.65E-66,684,1048,710,578,741,666,170,138,172,130,110,156
ENSMUSG00000032066,Bco2,beta-carotene oxygenase 2 [Source:MGI Symbol;Acc:MGI:2177469],-5.341318468,8.69E-68,1.33E-65,8,5,6,6,4,7,222,163,190,179,334,324
ENSMUSG00000025076,Casp7,caspase 7 [Source:MGI Symbol;Acc:MGI:109383],-2.346476484,1.03E-67,1.58E-65,44,44,36,46,61,40,224,187,236,191,211,278
ENSMUSG00000064351,mt-Co1,mitochondrially encoded cytochrome c oxidase I [Source:MGI Symbol;Acc:MGI:102504],1.914707329,1.46E-67,2.21E-65,55920,45356,42381,42268,44002,44232,14136,8550,11516,10950,12246,13234
ENSMUSG00000058135,Gstm1,"glutathione S-transferase, mu 1 [Source:MGI Symbol;Acc:MGI:95860]",2.840326757,4.06E-67,6.11E-65,7519,8918,8429,7270,9900,9482,1103,1263,644,1002,1235,1692
ENSMUSG00000002233,Rhoc,ras homolog family member C [Source:MGI Symbol;Acc:MGI:106028],1.96435848,4.31E-67,6.44E-65,8529,8844,9099,8077,9906,9386,2759,1941,2189,1670,2414,2333
ENSMUSG00000040618,Pck2,phosphoenolpyruvate carboxykinase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:1860456],1.919588845,6.62E-67,9.82E-65,302,341,298,287,342,339,88,76,66,78,69,111
ENSMUSG00000039745,Htatip2,HIV-1 Tat interactive protein 2 [Source:MGI Symbol;Acc:MGI:1859271],2.485130739,7.09E-67,1.04E-64,1070,1217,1154,1049,1299,1393,233,249,146,185,150,278
ENSMUSG00000028378,Ptgr1,prostaglandin reductase 1 [Source:MGI Symbol;Acc:MGI:1914353],2.509990269,1.32E-66,1.93E-64,3748,4406,4347,3615,4441,5157,594,536,903,577,763,1009
ENSMUSG00000023505,Cdca3,cell division cycle associated 3 [Source:MGI Symbol;Acc:MGI:1315198],-2.774095717,1.76E-66,2.56E-64,30,36,25,34,35,23,236,176,243,175,161,212
ENSMUSG00000025726,Slc28a1,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 1 [Source:MGI Symbol;Acc:MGI:3605073]",-8.074317167,1.98E-66,2.86E-64,0,1,2,1,7,1,413,363,494,349,601,921
ENSMUSG00000047604,Frat2,frequently rearranged in advanced T cell lymphomas 2 [Source:MGI Symbol;Acc:MGI:2673967],-3.171975755,2.11E-66,3.03E-64,38,52,58,47,37,54,419,249,463,418,517,425
ENSMUSG00000023571,C1qtnf12,C1q and tumor necrosis factor related 12 [Source:MGI Symbol;Acc:MGI:1914639],-3.630732015,3.42E-66,4.87E-64,15,25,21,22,20,17,189,182,329,183,233,317
ENSMUSG00000020009,Ifngr1,interferon gamma receptor 1 [Source:MGI Symbol;Acc:MGI:107655],1.176792855,5.76E-66,8.14E-64,1724,1867,1412,1572,1801,1555,780,683,625,692,634,807
ENSMUSG00000030089,Slc41a3,"solute carrier family 41, member 3 [Source:MGI Symbol;Acc:MGI:1918949]",3.32050051,1.86E-65,2.62E-63,265,339,246,181,214,222,19,19,29,31,20,23
ENSMUSG00000021707,Dhfr,dihydrofolate reductase [Source:MGI Symbol;Acc:MGI:94890],-2.291698771,2.50E-65,3.48E-63,53,102,56,80,74,77,393,236,340,336,336,447
ENSMUSG00000053332,Gas5,growth arrest specific 5 [Source:MGI Symbol;Acc:MGI:95659],2.081362232,3.65E-65,5.06E-63,2422,3014,2530,1568,2795,2446,592,456,563,539,547,665
ENSMUSG00000063856,Gpx1,glutathione peroxidase 1 [Source:MGI Symbol;Acc:MGI:104887],-1.75696177,6.74E-65,9.29E-63,784,1083,885,1062,1093,1180,3741,3309,2776,3400,2959,3552
ENSMUSG00000027997,Casp6,caspase 6 [Source:MGI Symbol;Acc:MGI:1312921],-1.92115575,8.55E-65,1.17E-62,429,400,329,363,396,363,1823,922,1330,1305,1396,1607
ENSMUSG00000031897,Psmb10,"proteasome (prosome, macropain) subunit, beta type 10 [Source:MGI Symbol;Acc:MGI:1096380]",-2.012093655,1.20E-64,1.64E-62,261,274,220,282,262,227,1069,737,968,857,1203,1081
ENSMUSG00000029811,Aoc1,"amine oxidase, copper-containing 1 [Source:MGI Symbol;Acc:MGI:1923757]",-5.391245254,1.91E-64,2.58E-62,78,54,32,29,38,58,1495,1007,2733,1406,2336,2825
ENSMUSG00000033308,Dpyd,dihydropyrimidine dehydrogenase [Source:MGI Symbol;Acc:MGI:2139667],-2.684253501,4.35E-64,5.85E-62,188,132,113,169,101,96,897,745,816,889,761,854
ENSMUSG00000020186,Csrp2,cysteine and glycine-rich protein 2 [Source:MGI Symbol;Acc:MGI:1202907],-1.837433343,6.31E-64,8.43E-62,82,147,89,108,116,124,379,338,399,390,340,434
ENSMUSG00000026417,Pigr,polymeric immunoglobulin receptor [Source:MGI Symbol;Acc:MGI:103080],-5.248281051,7.01E-64,9.30E-62,313,286,678,880,484,936,24370,17403,15814,23442,23208,30370
ENSMUSG00000021124,Vti1b,vesicle transport through interaction with t-SNAREs 1B [Source:MGI Symbol;Acc:MGI:1855688],-1.810876239,1.11E-63,1.47E-61,512,536,444,396,512,492,1848,1246,1514,1358,1826,2012
ENSMUSG00000028996,Rbp7,"retinol binding protein 7, cellular [Source:MGI Symbol;Acc:MGI:1890409]",-4.554198183,1.36E-63,1.79E-61,5,12,11,1,6,5,173,126,136,158,162,145
ENSMUSG00000025207,Sema4g,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G [Source:MGI Symbol;Acc:MGI:1347047]",-2.225868038,2.31E-63,3.02E-61,68,69,69,67,76,61,352,280,221,339,282,380
ENSMUSG00000031297,Slc7a3,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 3 [Source:MGI Symbol;Acc:MGI:1100521]",6.231621931,2.57E-63,3.33E-61,187,238,221,188,256,236,5,1,6,3,2,0
ENSMUSG00000095649,Gm8979,predicted gene 8979 [Source:MGI Symbol;Acc:MGI:3703149],-5.904585209,3.57E-63,4.60E-61,8,3,4,1,0,4,192,134,179,191,211,254
ENSMUSG00000036813,Entpd8,ectonucleoside triphosphate diphosphohydrolase 8 [Source:MGI Symbol;Acc:MGI:1919340],-2.757074128,5.87E-63,7.51E-61,35,24,24,32,31,28,236,194,166,170,168,198
ENSMUSG00000020580,Rock2,Rho-associated coiled-coil containing protein kinase 2 [Source:MGI Symbol;Acc:MGI:107926],1.454695874,9.09E-63,1.16E-60,4755,4765,4316,3734,5252,4108,1613,1266,1683,1714,1427,1767
ENSMUSG00000019278,Dpep1,dipeptidase 1 [Source:MGI Symbol;Acc:MGI:94917],-3.691393984,1.29E-62,1.63E-60,82,38,52,77,56,65,619,490,1127,598,890,927
ENSMUSG00000026687,Aldh9a1,"aldehyde dehydrogenase 9, subfamily A1 [Source:MGI Symbol;Acc:MGI:1861622]",-2.027077699,4.97E-62,6.26E-60,303,331,264,364,333,347,1255,925,1673,1132,1101,1579
ENSMUSG00000032098,Treh,trehalase (brush-border membrane glycoprotein) [Source:MGI Symbol;Acc:MGI:1926230],-3.413361891,5.36E-62,6.70E-60,82,35,53,49,92,74,611,484,644,530,838,864
ENSMUSG00000104136,Gm36955,"predicted gene, 36955 [Source:MGI Symbol;Acc:MGI:5610183]",3.511881376,1.13E-61,1.40E-59,164,318,151,173,263,186,20,11,12,20,17,25
ENSMUSG00000047963,Stbd1,starch binding domain 1 [Source:MGI Symbol;Acc:MGI:1261768],3.804456536,2.03E-61,2.51E-59,316,518,282,228,273,246,17,29,20,29,14,17
ENSMUSG00000031337,Mtm1,X-linked myotubular myopathy gene 1 [Source:MGI Symbol;Acc:MGI:1099452],2.368553878,5.85E-61,7.19E-59,542,618,506,476,441,395,90,59,114,100,77,120
ENSMUSG00000028885,Smpdl3b,"sphingomyelin phosphodiesterase, acid-like 3B [Source:MGI Symbol;Acc:MGI:1916022]",-2.87235718,6.27E-61,7.66E-59,144,65,96,80,136,123,880,616,768,707,812,780
ENSMUSG00000058921,Slc10a5,"solute carrier family 10 (sodium/bile acid cotransporter family), member 5 [Source:MGI Symbol;Acc:MGI:2685251]",-3.871768482,7.36E-61,8.94E-59,11,8,32,10,18,19,270,190,184,263,230,264
ENSMUSG00000028600,Podn,podocan [Source:MGI Symbol;Acc:MGI:2674939],-2.736725301,7.78E-61,9.39E-59,61,55,56,54,53,46,303,266,450,437,270,365
ENSMUSG00000074207,Adh1,alcohol dehydrogenase 1 (class I) [Source:MGI Symbol;Acc:MGI:87921],-2.812873806,1.38E-60,1.66E-58,457,349,652,558,716,643,3874,2932,3511,3386,4331,5140
ENSMUSG00000026692,Fmo4,flavin containing monooxygenase 4 [Source:MGI Symbol;Acc:MGI:2429497],-2.701005509,1.49E-60,1.78E-58,53,52,53,53,54,47,332,193,392,279,368,403
ENSMUSG00000032289,Thsd4,"thrombospondin, type I, domain containing 4 [Source:MGI Symbol;Acc:MGI:2672033]",2.447095244,1.69E-60,2.01E-58,199,222,200,209,280,187,34,46,36,32,35,45
ENSMUSG00000074129,Rpl13a,ribosomal protein L13A [Source:MGI Symbol;Acc:MGI:1351455],1.326461979,2.03E-60,2.40E-58,674,726,570,650,726,703,301,200,253,272,248,282
ENSMUSG00000017664,Slc35c2,"solute carrier family 35, member C2 [Source:MGI Symbol;Acc:MGI:2385166]",-1.692561846,2.08E-60,2.44E-58,177,174,165,175,190,162,546,409,628,489,510,682
ENSMUSG00000043592,Unc5cl,unc-5 family C-terminal like [Source:MGI Symbol;Acc:MGI:1923839],-3.496934915,2.80E-60,3.28E-58,17,10,22,18,20,29,222,235,238,186,190,185
ENSMUSG00000042116,Vwa1,von Willebrand factor A domain containing 1 [Source:MGI Symbol;Acc:MGI:2179729],-3.753523497,6.52E-60,7.58E-58,35,45,34,53,63,56,431,330,755,496,883,801
ENSMUSG00000041926,Rnpep,arginyl aminopeptidase (aminopeptidase B) [Source:MGI Symbol;Acc:MGI:2384902],-1.346475553,1.06E-59,1.22E-57,352,380,298,390,366,390,965,797,932,816,851,958
ENSMUSG00000028932,Psmc2,"proteasome (prosome, macropain) 26S subunit, ATPase 2 [Source:MGI Symbol;Acc:MGI:109555]",1.265158066,1.08E-59,1.25E-57,1162,1388,980,992,1224,1097,522,408,445,465,414,476
ENSMUSG00000074272,Ceacam1,carcinoembryonic antigen-related cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:1347245],-2.955197413,1.15E-59,1.32E-57,137,159,190,175,239,278,1216,1357,1841,1082,1602,1671
ENSMUSG00000006777,Krt23,keratin 23 [Source:MGI Symbol;Acc:MGI:2148866],3.620375563,4.40E-59,5.01E-57,315,627,522,355,434,478,26,55,40,21,35,33
ENSMUSG00000023883,Phf10,PHD finger protein 10 [Source:MGI Symbol;Acc:MGI:1919307],1.827995991,1.19E-58,1.35E-56,404,467,372,330,400,370,98,89,126,96,90,138
ENSMUSG00000032218,Ccnb2,cyclin B2 [Source:MGI Symbol;Acc:MGI:88311],-2.210382139,1.34E-58,1.51E-56,36,48,39,54,57,40,227,166,193,233,182,218
ENSMUSG00000006369,Fbln1,fibulin 1 [Source:MGI Symbol;Acc:MGI:95487],-2.956947666,1.90E-58,2.13E-56,50,44,40,55,51,45,361,204,467,275,397,441
ENSMUSG00000037098,Rab11fip3,RAB11 family interacting protein 3 (class II) [Source:MGI Symbol;Acc:MGI:2444431],-2.4662215,2.00E-58,2.23E-56,45,65,44,58,81,64,350,200,308,318,362,355
ENSMUSG00000000805,Car4,carbonic anhydrase 4 [Source:MGI Symbol;Acc:MGI:1096574],-3.537309902,2.22E-58,2.46E-56,36,47,29,48,43,42,292,264,553,403,628,583
ENSMUSG00000030738,Eif3c,"eukaryotic translation initiation factor 3, subunit C [Source:MGI Symbol;Acc:MGI:1926966]",1.813586737,2.40E-58,2.65E-56,7670,8666,6033,5982,7722,7370,2127,1406,2041,1722,2332,2235
ENSMUSG00000039062,Anpep,alanyl (membrane) aminopeptidase [Source:MGI Symbol;Acc:MGI:5000466],-3.495295111,6.69E-58,7.34E-56,829,916,602,444,496,542,4557,4338,10594,5931,7709,8363
ENSMUSG00000022235,Cmbl,carboxymethylenebutenolidase-like (Pseudomonas) [Source:MGI Symbol;Acc:MGI:1916824],-2.173277284,7.34E-58,8.01E-56,76,68,81,72,85,62,309,242,336,283,324,452
ENSMUSG00000026398,Nr5a2,"nuclear receptor subfamily 5, group A, member 2 [Source:MGI Symbol;Acc:MGI:1346834]",-2.725609152,1.03E-57,1.12E-55,27,34,25,43,40,20,162,181,213,221,183,237
ENSMUSG00000035561,Aldh1b1,"aldehyde dehydrogenase 1 family, member B1 [Source:MGI Symbol;Acc:MGI:1919785]",-2.414820799,2.12E-57,2.29E-55,516,436,408,468,602,565,2387,1552,3296,2258,2823,3137
ENSMUSG00000030695,Aldoa,"aldolase A, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:87994]",1.395932545,2.51E-57,2.70E-55,3964,4850,3420,3214,3710,3513,1427,1205,1498,1263,1332,1538
ENSMUSG00000031245,Hmgn5,high-mobility group nucleosome binding domain 5 [Source:MGI Symbol;Acc:MGI:1355295],-1.675758898,3.28E-57,3.51E-55,211,233,166,178,223,165,621,498,626,505,652,701
ENSMUSG00000043501,Lgals2,"lectin, galactose-binding, soluble 2 [Source:MGI Symbol;Acc:MGI:895068]",-1.582187626,6.03E-57,6.42E-55,1263,1132,1136,1344,1479,1504,3887,3308,4116,3714,3648,3981
ENSMUSG00000068323,Slc4a5,"solute carrier family 4, sodium bicarbonate cotransporter, member 5 [Source:MGI Symbol;Acc:MGI:2443220]",-2.420285232,6.88E-57,7.29E-55,38,36,36,33,50,42,223,134,185,209,205,263
ENSMUSG00000003518,Dusp3,dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related) [Source:MGI Symbol;Acc:MGI:1919599],2.296465724,8.18E-57,8.63E-55,456,640,354,438,419,408,100,106,89,76,74,80
ENSMUSG00000073402,Gm8909,predicted gene 8909 [Source:MGI Symbol;Acc:MGI:3704134],-3.048170257,8.52E-57,8.94E-55,71,36,48,36,60,42,459,251,445,467,272,479
ENSMUSG00000037366,Pafah2,platelet-activating factor acetylhydrolase 2 [Source:MGI Symbol;Acc:MGI:2140321],1.269273197,1.52E-56,1.59E-54,1340,1430,1040,1117,1207,1179,536,425,463,442,476,581
ENSMUSG00000021996,Esd,esterase D/formylglutathione hydrolase [Source:MGI Symbol;Acc:MGI:95421],1.718141461,2.66E-56,2.77E-54,2196,2594,2281,1943,2564,2773,713,638,762,577,745,749
ENSMUSG00000054128,H2-T3,"histocompatibility 2, T region locus 3 [Source:MGI Symbol;Acc:MGI:95959]",-1.82281942,1.02E-55,1.06E-53,367,306,330,280,458,321,1362,891,1095,1143,1207,1352
ENSMUSG00000079620,Muc4,mucin 4 [Source:MGI Symbol;Acc:MGI:2153525],-3.559707845,1.13E-55,1.16E-53,7,15,7,9,20,11,138,140,134,107,121,134
ENSMUSG00000004069,Dnaja3,DnaJ heat shock protein family (Hsp40) member A3 [Source:MGI Symbol;Acc:MGI:1933786],1.779121427,1.39E-55,1.42E-53,419,511,404,382,382,366,117,94,135,109,94,145
ENSMUSG00000024975,Pdcd4,programmed cell death 4 [Source:MGI Symbol;Acc:MGI:107490],-2.305672759,2.65E-55,2.71E-53,265,308,242,484,478,330,1983,1576,1575,1598,1398,1860
ENSMUSG00000022231,Sema5a,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A [Source:MGI Symbol;Acc:MGI:107556]",-2.323347071,5.27E-55,5.35E-53,83,135,66,100,116,116,522,296,515,544,522,555
ENSMUSG00000030088,Aldh1l1,"aldehyde dehydrogenase 1 family, member L1 [Source:MGI Symbol;Acc:MGI:1340024]",-2.617710911,6.91E-55,6.97E-53,30,44,36,18,43,47,220,157,230,202,228,250
ENSMUSG00000023074,Mospd1,motile sperm domain containing 1 [Source:MGI Symbol;Acc:MGI:1917630],2.712792442,8.98E-55,8.94E-53,238,322,198,183,197,182,29,27,40,33,28,36
ENSMUSG00000008167,Fbxw9,F-box and WD-40 domain protein 9 [Source:MGI Symbol;Acc:MGI:1915878],1.694077734,8.97E-55,8.94E-53,512,485,424,417,542,447,179,103,130,128,146,158
ENSMUSG00000024747,Aldh1a7,"aldehyde dehydrogenase family 1, subfamily A7 [Source:MGI Symbol;Acc:MGI:1347050]",-3.00056735,8.96E-55,8.94E-53,24,25,16,35,23,33,180,162,169,182,203,317
ENSMUSG00000030894,Tpp1,tripeptidyl peptidase I [Source:MGI Symbol;Acc:MGI:1336194],1.650985114,1.34E-54,1.33E-52,635,803,698,644,827,707,278,178,263,194,169,245
ENSMUSG00000028838,Extl1,exostosin-like glycosyltransferase 1 [Source:MGI Symbol;Acc:MGI:1888742],3.338528112,1.41E-54,1.39E-52,169,151,139,106,159,163,17,13,8,13,13,21
ENSMUSG00000029190,D5Ertd579e,"DNA segment, Chr 5, ERATO Doi 579, expressed [Source:MGI Symbol;Acc:MGI:1261849]",-1.185870557,1.55E-54,1.52E-52,498,460,407,445,556,439,1042,923,970,1018,958,1236
ENSMUSG00000078612,Fyb2,FYN binding protein 2 [Source:MGI Symbol;Acc:MGI:2685466],5.615884954,1.89E-54,1.85E-52,233,292,149,129,229,157,0,3,10,3,4,3
ENSMUSG00000037110,Ralgapa2,"Ral GTPase activating protein, alpha subunit 2 (catalytic) [Source:MGI Symbol;Acc:MGI:3036245]",1.69812024,2.36E-54,2.30E-52,1168,1424,986,965,1139,855,307,281,348,363,263,371
ENSMUSG00000028003,Lrat,lecithin-retinol acyltransferase (phosphatidylcholine-retinol-O-acyltransferase) [Source:MGI Symbol;Acc:MGI:1891259],-2.370701628,4.66E-54,4.51E-52,28,27,29,46,41,35,191,160,150,172,145,211
ENSMUSG00000021676,Iqgap2,IQ motif containing GTPase activating protein 2 [Source:MGI Symbol;Acc:MGI:2449975],-2.324892225,6.49E-54,6.26E-52,714,649,831,874,1113,1036,4625,3130,4442,3578,5000,4436
ENSMUSG00000021779,Thrb,thyroid hormone receptor beta [Source:MGI Symbol;Acc:MGI:98743],-2.477426246,7.42E-54,7.13E-52,43,80,35,51,41,34,270,187,241,279,213,333
ENSMUSG00000020326,Ccng1,cyclin G1 [Source:MGI Symbol;Acc:MGI:102890],1.786862571,8.75E-54,8.37E-52,520,658,411,525,471,497,142,156,142,119,120,178
ENSMUSG00000027313,Chac1,"ChaC, cation transport regulator 1 [Source:MGI Symbol;Acc:MGI:1916315]",4.99348363,1.09E-53,1.04E-51,134,125,152,134,146,129,3,1,9,2,4,6
ENSMUSG00000042747,Krtcap2,keratinocyte associated protein 2 [Source:MGI Symbol;Acc:MGI:1913309],1.575136426,1.35E-53,1.28E-51,1728,1932,1656,1394,1734,1591,531,558,612,509,461,556
ENSMUSG00000026981,Il1rn,interleukin 1 receptor antagonist [Source:MGI Symbol;Acc:MGI:96547],4.680378029,2.50E-53,2.36E-51,147,402,177,224,174,284,4,12,3,10,11,12
ENSMUSG00000045316,Fahd1,fumarylacetoacetate hydrolase domain containing 1 [Source:MGI Symbol;Acc:MGI:1915886],-2.316587547,3.18E-53,2.99E-51,234,232,153,177,158,152,1153,523,824,920,858,1083
ENSMUSG00000026617,Bpnt1,bisphosphate 3'-nucleotidase 1 [Source:MGI Symbol;Acc:MGI:1338800],-2.077181119,5.15E-53,4.81E-51,197,228,216,176,227,149,1077,551,841,795,608,1043
ENSMUSG00000032372,Plscr2,phospholipid scramblase 2 [Source:MGI Symbol;Acc:MGI:1270860],4.604859652,9.10E-53,8.47E-51,362,246,261,329,200,145,14,4,8,6,9,22
ENSMUSG00000018677,Slc25a39,"solute carrier family 25, member 39 [Source:MGI Symbol;Acc:MGI:1196386]",1.512913185,1.08E-52,1.01E-50,2650,2854,2303,2000,2765,2810,912,700,871,811,941,943
ENSMUSG00000053279,Aldh1a1,"aldehyde dehydrogenase family 1, subfamily A1 [Source:MGI Symbol;Acc:MGI:1353450]",-3.131194311,1.21E-52,1.12E-50,389,332,218,254,237,301,1673,1510,2364,2026,2964,4284
ENSMUSG00000018899,Irf1,interferon regulatory factor 1 [Source:MGI Symbol;Acc:MGI:96590],-2.027793449,1.67E-52,1.54E-50,352,266,313,342,324,334,1320,1251,1329,1084,1400,1174
ENSMUSG00000020914,Top2a,topoisomerase (DNA) II alpha [Source:MGI Symbol;Acc:MGI:98790],-1.732523252,1.77E-52,1.62E-50,466,642,572,652,807,658,2328,1468,2098,1949,2138,2141
ENSMUSG00000023262,Acy1,aminoacylase 1 [Source:MGI Symbol;Acc:MGI:87913],-2.576355188,1.82E-52,1.66E-50,90,79,130,83,124,72,592,392,663,478,590,633
ENSMUSG00000022324,Matn2,matrilin 2 [Source:MGI Symbol;Acc:MGI:109613],2.733096685,2.49E-52,2.26E-50,138,226,226,214,253,238,34,36,31,23,30,33
ENSMUSG00000041417,Pik3r1,phosphoinositide-3-kinase regulatory subunit 1 [Source:MGI Symbol;Acc:MGI:97583],-1.281653304,4.32E-52,3.91E-50,493,530,475,618,509,531,1239,1105,1166,1268,1136,1501
ENSMUSG00000019359,Gdpd2,glycerophosphodiester phosphodiesterase domain containing 2 [Source:MGI Symbol;Acc:MGI:1918834],-3.658535079,4.87E-52,4.38E-50,81,31,31,23,39,56,538,306,544,580,544,724
ENSMUSG00000022040,Ephx2,"epoxide hydrolase 2, cytoplasmic [Source:MGI Symbol;Acc:MGI:99500]",-1.98540632,5.61E-52,5.02E-50,770,580,668,599,839,735,2826,2025,2356,2282,2945,3734
ENSMUSG00000078650,G6pc,"glucose-6-phosphatase, catalytic [Source:MGI Symbol;Acc:MGI:95607]",-4.027221342,8.03E-52,7.14E-50,17,9,19,17,19,10,127,270,234,318,187,290
ENSMUSG00000023043,Krt18,keratin 18 [Source:MGI Symbol;Acc:MGI:96692],1.485248268,8.02E-52,7.14E-50,1572,2031,1575,1513,1545,1737,574,588,518,512,588,632
ENSMUSG00000051391,Ywhag,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Source:MGI Symbol;Acc:MGI:108109]",1.770824568,1.32E-51,1.17E-49,669,1022,678,662,788,829,220,250,193,216,191,227
ENSMUSG00000073481,Mtarc2,mitochondrial amidoxime reducing component 2 [Source:MGI Symbol;Acc:MGI:1914497],-1.452330302,1.77E-51,1.56E-49,1920,1955,2149,1874,2171,2093,6166,4173,5067,4974,5736,6150
ENSMUSG00000027801,Tm4sf4,transmembrane 4 superfamily member 4 [Source:MGI Symbol;Acc:MGI:2385173],3.363768245,2.36E-51,2.07E-49,2270,2787,3331,3713,2757,3067,422,321,380,164,149,254
ENSMUSG00000028542,Slc6a9,"solute carrier family 6 (neurotransmitter transporter, glycine), member 9 [Source:MGI Symbol;Acc:MGI:95760]",3.051323921,3.02E-51,2.64E-49,112,166,96,116,129,136,14,18,15,14,13,13
ENSMUSG00000039217,Il18,interleukin 18 [Source:MGI Symbol;Acc:MGI:107936],-2.292814413,4.23E-51,3.68E-49,186,258,286,212,349,286,1437,1268,1055,1060,1379,1172
ENSMUSG00000027984,Hadh,hydroxyacyl-Coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:96009],-1.988754946,4.25E-51,3.69E-49,1465,1193,1060,1042,1317,1176,4227,3307,5061,3832,5347,6091
ENSMUSG00000008540,Mgst1,microsomal glutathione S-transferase 1 [Source:MGI Symbol;Acc:MGI:1913850],-2.316194885,6.92E-51,5.98E-49,83,132,84,122,122,111,505,364,692,465,388,742
ENSMUSG00000110735,Gm47173,"predicted gene, 47173 [Source:MGI Symbol;Acc:MGI:6095954]",-7.381649892,8.89E-51,7.65E-49,2,2,2,1,2,2,425,158,176,368,211,476
ENSMUSG00000039304,Tnfsf10,"tumor necrosis factor (ligand) superfamily, member 10 [Source:MGI Symbol;Acc:MGI:107414]",-2.507418,1.48E-50,1.27E-48,32,23,21,27,31,17,157,102,137,144,129,160
ENSMUSG00000001604,Tcea3,"transcription elongation factor A (SII), 3 [Source:MGI Symbol;Acc:MGI:1196908]",-2.972700454,2.03E-50,1.73E-48,39,18,21,38,57,39,252,252,243,220,285,348
ENSMUSG00000030126,Tmcc1,transmembrane and coiled coil domains 1 [Source:MGI Symbol;Acc:MGI:2442368],-1.35121272,2.30E-50,1.95E-48,286,313,242,277,333,260,724,512,718,657,708,894
ENSMUSG00000092341,Malat1,metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA) [Source:MGI Symbol;Acc:MGI:1919539],1.374257289,3.24E-50,2.75E-48,151569,191329,135686,146034,171268,118590,57292,46150,54516,61486,46036,74960
ENSMUSG00000068417,Pnp2,purine-nucleoside phosphorylase 2 [Source:MGI Symbol;Acc:MGI:3712328],-2.354431108,3.62E-50,3.05E-48,85,61,68,77,60,66,415,220,296,331,340,492
