ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0002694,regulation of leukocyte activation,35/863,126/4859,0.003209468726863793,0.049003075361360865,0.04361384825245837,Adk/Arg2/Atm/Bad/Bcr/Bst1/Btnl2/Casp3/Cd38/Cd74/Ceacam1/Coro1a/Csk/Dock8/Dpp4/Efnb1/Erbb2/Fas/H2-Aa/H2-Ab1/H2-DMa/H2-T23/Itch/Lyn/Mertk/Msh2/Nck2/Pck1/Pnp/Ptprc/Pycard/Rhoa/Syk/Vnn1/Zmiz1,35
BP,GO:0051955,regulation of amino acid transport,8/863,16/4859,0.003212204826577131,0.049003075361360865,0.04361384825245837,Abat/Ace2/Arg2/Dpysl2/Nr3c1/Slc12a2/Slc15a1/Slc43a2,8
BP,GO:0010565,regulation of cellular ketone metabolic process,19/863,57/4859,0.00323631421745949,0.049003075361360865,0.04361384825245837,Abcd1/Akr1c18/Apoa1/Apoa4/Atp2b4/Cd74/Ces1d/Dbi/Dgat1/Hnf4a/Hpgd/Lpgat1/Mlxipl/Ncor1/Pdk2/Pdk3/Slc7a7/Stard4/Ugt1a1,19
BP,GO:0042098,T cell proliferation,19/863,57/4859,0.00323631421745949,0.049003075361360865,0.04361384825245837,Adk/Arg2/Btnl2/Casp3/Ceacam1/Coro1a/Dock8/Efnb1/Erbb2/H2-Aa/H2-Ab1/H2-T23/Itch/Nck2/Pnp/Psmb10/Ptprc/Pycard/Syk,19
BP,GO:0051270,regulation of cellular component movement,74/863,311/4859,0.0033007877176567182,0.04932416993484709,0.0438996297039172,Abhd6/Ace/Adipor2/Ago2/Ano6/Apex1/Aqp1/Arhgdib/Arid2/Atm/Atp1a1/Atp2b4/Bcar1/Bcr/Bst1/Camk1d/Camsap3/Capn1/Ccar1/Ccl25/Cd74/Cdkn1b/Ceacam1/Coro1a/Ctsh/Dab2ip/Dag1/Dapk2/Dapk3/Ddx58/Dock1/Dock8/Dpep1/Dpp4/Epcam/Fas/Fbln1/Grb7/Hmgb1/Hnf4a/Idh2/Itga6/Lyn/Mapk1/Mapk14/Mapre2/Mgat3/Mpp1/Mylk/Numb/Ocm/Pcsk5/Pde4d/Pik3r1/Plcg2/Ptk2/Ptk2b/Ptprc/Ptprk/Pycard/Rhoa/Rhob/Sema4b/Slc9a3r1/Smpd3/Stat3/Stk10/Stk4/Stmn1/Syne2/Tmem102/Trim32/Trpm4/Vil1,74
BP,GO:0008206,bile acid metabolic process,6/863,10/4859,0.0033833472574356562,0.04932416993484709,0.0438996297039172,Acaa1a/Atp8b1/Ces1d/Scp2/Slc27a2/Stard4,6
BP,GO:0009164,nucleoside catabolic process,6/863,10/4859,0.0033833472574356562,0.04932416993484709,0.0438996297039172,Ahcy/Cda/Dpyd/Pnp/Pycrl/Upp1,6
BP,GO:0022616,DNA strand elongation,6/863,10/4859,0.0033833472574356562,0.04932416993484709,0.0438996297039172,Lig1/Mcm3/Mcm4/Mcm7/Pola1/Pold2,6
BP,GO:0032731,positive regulation of interleukin-1 beta production,6/863,10/4859,0.0033833472574356562,0.04932416993484709,0.0438996297039172,Casp1/Casp8/Hmgb1/Nlrc4/Pycard/Stat3,6
BP,GO:0046633,alpha-beta T cell proliferation,6/863,10/4859,0.0033833472574356562,0.04932416993484709,0.0438996297039172,Arg2/Ceacam1/H2-T23/Itch/Ptprc/Syk,6
BP,GO:0046640,regulation of alpha-beta T cell proliferation,6/863,10/4859,0.0033833472574356562,0.04932416993484709,0.0438996297039172,Arg2/Ceacam1/H2-T23/Itch/Ptprc/Syk,6
BP,GO:0046717,acid secretion,6/863,10/4859,0.0033833472574356562,0.04932416993484709,0.0438996297039172,Abat/Ces1d/Hip1r/Slc26a6/Slc51b/Slc9a3r1,6
BP,GO:0055078,sodium ion homeostasis,6/863,10/4859,0.0033833472574356562,0.04932416993484709,0.0438996297039172,Ace/Anpep/Atp1a1/Atp1b1/Atp1b3/Slc12a2,6
BP,GO:0002821,positive regulation of adaptive immune response,12/863,30/4859,0.0034305069352330926,0.049759043231852276,0.04428667679932431,B2m/Cd74/H2-Ab1/H2-DMa/H2-K1/H2-T23/H2-T3/Msh2/Pnp/Ptprc/Pycard/Tap2,12
BP,GO:0007588,excretion,7/863,13/4859,0.003455489113323075,0.049759043231852276,0.04428667679932431,Abcg2/Abcg5/Ace/Amn/Anpep/Guca2b/Slc9a3r1,7
BP,GO:0050853,B cell receptor signaling pathway,7/863,13/4859,0.003455489113323075,0.049759043231852276,0.04428667679932431,Bcar1/Cd38/Lyn/Mapk1/Plcg2/Ptprc/Syk,7
CC,GO:0098803,respiratory chain complex,53/869,60/4909,4.012698236031429e-33,1.1957035238618806e-30,1.0953689183342452e-30,Cox4i1/Cox5a/Cox6a1/Cox6b1/Cox7c/COX2/COX3/ND1/ND4/ND5/Ndufa10/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufa9/Ndufb10/Ndufb11/Ndufb3/Ndufb4b/Ndufb4c/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufs8/Ndufv1/Ndufv2/Ndufv3/Sdhb/Sdhc/Uqcr10/Uqcrb/Uqcrc1/Uqcrc2/Uqcrfs1/Uqcrq,53
CC,GO:0070469,respirasome,55/869,64/4909,5.640110961612644e-33,1.1957035238618806e-30,1.0953689183342452e-30,Cox4i1/Cox5a/Cox6a1/Cox6b1/Cox7a2/Cox7a2l/Cox7c/COX2/COX3/ND1/ND4/ND5/Ndufa10/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufa9/Ndufb10/Ndufb11/Ndufb3/Ndufb4b/Ndufb4c/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufs8/Ndufv1/Ndufv2/Ndufv3/Sdhb/Sdhc/Uqcr10/Uqcrb/Uqcrc1/Uqcrc2/Uqcrfs1/Uqcrq,55
CC,GO:0005746,mitochondrial respirasome,52/869,59/4909,2.1052998443493696e-32,2.9754904466804425e-30,2.725809272157605e-30,Cox4i1/Cox5a/Cox6a1/Cox7a2/Cox7a2l/Cox7c/ND1/ND4/ND5/Ndufa10/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufa9/Ndufb10/Ndufb11/Ndufb3/Ndufb4b/Ndufb4c/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufs8/Ndufv1/Ndufv2/Ndufv3/Sdhb/Sdhc/Uqcr10/Uqcrb/Uqcrc1/Uqcrc2/Uqcrfs1/Uqcrq,52
CC,GO:0005747,mitochondrial respiratory chain complex I,38/869,41/4909,8.351270756698975e-26,5.901564668067276e-24,5.406348963547232e-24,ND1/ND4/ND5/Ndufa10/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufa9/Ndufb10/Ndufb11/Ndufb3/Ndufb4b/Ndufb4c/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufs8/Ndufv1/Ndufv2/Ndufv3,38
CC,GO:0030964,NADH dehydrogenase complex,38/869,41/4909,8.351270756698975e-26,5.901564668067276e-24,5.406348963547232e-24,ND1/ND4/ND5/Ndufa10/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufa9/Ndufb10/Ndufb11/Ndufb3/Ndufb4b/Ndufb4c/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufs8/Ndufv1/Ndufv2/Ndufv3,38
CC,GO:0045271,respiratory chain complex I,38/869,41/4909,8.351270756698975e-26,5.901564668067276e-24,5.406348963547232e-24,ND1/ND4/ND5/Ndufa10/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufa9/Ndufb10/Ndufb11/Ndufb3/Ndufb4b/Ndufb4c/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufs8/Ndufv1/Ndufv2/Ndufv3,38
CC,GO:1990204,oxidoreductase complex,54/869,76/4909,8.47442088599393e-25,5.133077793802037e-23,4.702347829972571e-23,Dld/Etfdh/Gpd1/Gpd1l/Mrps36/ND1/ND4/ND5/Ndufa10/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufa9/Ndufb10/Ndufb11/Ndufb3/Ndufb4b/Ndufb4c/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufs8/Ndufv1/Ndufv2/Ndufv3/P4hb/Pdk2/Rrm1/Sdhb/Sdhc/Uqcr10/Uqcrb/Uqcrc1/Uqcrc2/Uqcrfs1/Uqcrq,54
CC,GO:0098800,inner mitochondrial membrane protein complex,51/869,93/4909,3.438618455453117e-16,1.822467781390152e-14,1.6695397500818424e-14,Atp5j/Cox4i1/Cox5a/Cox6a1/Cox7c/ND1/ND4/ND5/Ndufa10/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufa9/Ndufb10/Ndufb11/Ndufb3/Ndufb4b/Ndufb4c/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufs8/Ndufv1/Ndufv2/Ndufv3/Sdhb/Sdhc/Uqcr10/Uqcrb/Uqcrc1/Uqcrc2/Uqcrfs1/Uqcrq,51
CC,GO:0098862,cluster of actin-based cell projections,47/869,109/4909,3.65746245760346e-10,1.7230712022487413e-8,1.5784837974920195e-8,Abcb1a/Abcg2/Ace/Ace2/Add3/Amn/Anks4b/Anpep/Aqp1/Atp8b1/Cd36/Cdhr5/Ceacam1/Clic5/Coro1a/Cubn/Dab1/Enpep/Espn/Mme/Mttp/Myo1a/Myo7a/Myo7b/Npc1l1/Ocm/Pdzd3/Pdzk1/Plb1/Pls1/Scin/Slc15a1/Slc26a6/Slc27a4/Slc2a2/Slc34a2/Slc3a1/Slc5a1/Slc6a19/Slc7a9/Slc9a3/Slc9a3r1/Soat2/Treh/Twf2/Ush1c/Vil1,47
CC,GO:0031526,brush border membrane,27/869,46/4909,4.670442174926556e-10,1.9802674821688594e-8,1.8140980658398935e-8,Abcb1a/Abcg2/Ace/Ace2/Amn/Anpep/Aqp1/Atp8b1/Cd36/Cdhr5/Ceacam1/Cubn/Enpep/Mttp/Npc1l1/Pdzk1/Plb1/Slc26a6/Slc27a4/Slc2a2/Slc34a2/Slc3a1/Slc5a1/Slc6a19/Slc7a9/Slc9a3/Slc9a3r1,27
CC,GO:0005903,brush border,42/869,93/4909,5.667675681338188e-10,2.1846313535339927e-8,2.0013132310179823e-8,Abcb1a/Abcg2/Ace/Ace2/Add3/Amn/Anks4b/Anpep/Aqp1/Atp8b1/Cd36/Cdhr5/Ceacam1/Cubn/Dab1/Enpep/Espn/Mme/Mttp/Myo1a/Myo7b/Npc1l1/Pdzd3/Pdzk1/Plb1/Pls1/Scin/Slc15a1/Slc26a6/Slc27a4/Slc2a2/Slc34a2/Slc3a1/Slc5a1/Slc6a19/Slc7a9/Slc9a3/Slc9a3r1/Soat2/Treh/Ush1c/Vil1,42
CC,GO:0070069,cytochrome complex,15/869,19/4909,9.021604597254337e-9,3.1876336243631996e-7,2.920150961742851e-7,Cox4i1/Cox5a/Cox6a1/Cox6b1/Cox7c/COX2/COX3/Ndufa4/Ugt1a1/Uqcr10/Uqcrb/Uqcrc1/Uqcrc2/Uqcrfs1/Uqcrq,15
CC,GO:0005743,mitochondrial inner membrane,90/869,293/4909,1.3840582343216659e-8,4.5141591642491255e-7,4.135364279066354e-7,Abcd3/Acaa2/Acat1/Atp5j/Ckmt1/Cnp/Cox16/Cox4i1/Cox5a/Cox5b/Cox6a1/Cox6b1/Cox6c/Cox7a2/Cox7a2l/Cox7c/Cyb5r3/Cyp2b10/Dhrs1/Eci1/Etfdh/Fahd1/Gcdh/Glud1/Guf1/Hadh/Idh2/Ifi27l2b/Lyn/Maob/Mcur1/Mgst1/Mpst/COX2/COX3/ND1/ND4/ND5/Ndufa10/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufa9/Ndufb10/Ndufb11/Ndufb3/Ndufb4b/Ndufb4c/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufs8/Ndufv1/Ndufv2/Ndufv3/Otc/Ppox/Sdhb/Sdhc/Sfxn1/Sfxn2/Slc25a15/Slc25a45/Slc25a51/Slc3a1/Stat3/Uqcr10/Uqcrb/Uqcrc1/Uqcrc2/Uqcrfs1/Uqcrq,90
CC,GO:0019866,organelle inner membrane,93/869,310/4909,2.854857258694365e-8,8.183780243772661e-7,7.497057869791738e-7,Abcd3/Acaa2/Acat1/Atp5j/Ckmt1/Cnp/Cox16/Cox4i1/Cox5a/Cox5b/Cox6a1/Cox6b1/Cox6c/Cox7a2/Cox7a2l/Cox7c/Cyb5r3/Cyp2b10/Dhrs1/Eci1/Etfdh/Fahd1/Gcdh/Glud1/Guf1/Hadh/Idh2/Ifi27l2b/Lbr/Lmnb1/Lyn/Maob/Mcur1/Mgst1/Mpst/COX2/COX3/ND1/ND4/ND5/Ndufa10/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufa9/Ndufb10/Ndufb11/Ndufb3/Ndufb4b/Ndufb4c/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufs8/Ndufv1/Ndufv2/Ndufv3/Otc/Ppox/Sdhb/Sdhc/Sfxn1/Sfxn2/Slc25a15/Slc25a45/Slc25a51/Slc3a1/Smad1/Stat3/Uqcr10/Uqcrb/Uqcrc1/Uqcrc2/Uqcrfs1/Uqcrq,93
CC,GO:0045277,respiratory chain complex IV,10/869,10/4909,2.8952052749195735e-8,8.183780243772661e-7,7.497057869791738e-7,Cox4i1/Cox5a/Cox6a1/Cox6b1/Cox7c/COX2/COX3/Ndufa4/Uqcrc2/Uqcrfs1,10
CC,GO:0098590,plasma membrane region,102/869,378/4909,1.9231658242670913e-6,5.096389434307792e-5,4.6687380865431365e-5,Abcb1a/Abcg2/Abcg5/Abhd6/Ace/Ace2/Adcy6/Add1/Add3/Akr1a1/Amn/Anpep/Ap1s1/Aqp1/Arpc1a/Asah2/Atp1a1/Atp1b1/Atp1b3/Atp2b4/Atp8b1/Cask/Cd36/Cd38/Cdh17/Cdhr5/Ceacam1/Ceacam20/Cnnm4/Cubn/Dag1/Ddx58/Dlg3/Dpp4/Efnb1/Enpep/Epb41l3/Epcam/Erbb2/Erbb3/Farp1/Fas/Gnaq/Hip1r/Hpgd/Itga6/Kctd12/Kctd16/L1cam/Lipe/Mapk1/Mttp/Muc13/Mylk/Myo1a/Myo7a/Naaladl1/Naip1/Ndufs7/Npc1l1/Numb/Pdzd11/Pdzd3/Pdzk1/Phlpp2/Plb1/Prkar2a/Ptk2/Ptprf/Rab17/Rhoa/Rhob/Rp2/Sema4b/Slc12a2/Slc12a6/Slc15a1/Slc16a10/Slc23a2/Slc26a2/Slc26a6/Slc27a4/Slc2a2/Slc2a5/Slc34a2/Slc3a1/Slc3a2/Slc44a4/Slc4a4/Slc51b/Slc5a1/Slc6a19/Slc7a8/Slc7a9/Slc9a3/Slc9a3r1/Sorbs1/Sort1/Stambp/Stx3/Syne2/Usp48,102
CC,GO:0016324,apical plasma membrane,46/869,134/4909,2.078357821830843e-6,5.183668920331043e-5,4.748693722944774e-5,Abcb1a/Abcg2/Abcg5/Ace2/Akr1a1/Amn/Aqp1/Atp1a1/Atp1b1/Atp8b1/Cdhr5/Ceacam1/Ceacam20/Cubn/Dpp4/Enpep/Epcam/Erbb2/Erbb3/Fas/Hip1r/Muc13/Myo1a/Myo7a/Naaladl1/Pdzd3/Pdzk1/Ptk2/Rab17/Slc12a2/Slc15a1/Slc23a2/Slc26a2/Slc26a6/Slc2a2/Slc2a5/Slc34a2/Slc3a2/Slc44a4/Slc5a1/Slc6a19/Slc7a8/Slc7a9/Slc9a3/Slc9a3r1/Stx3,46
CC,GO:0031253,cell projection membrane,40/869,112/4909,3.169743623209562e-6,7.46650720133808e-5,6.83997308166274e-5,Abcb1a/Abcg2/Ace/Ace2/Adcy6/Amn/Anpep/Aqp1/Arpc1a/Atp8b1/Cask/Cd36/Cdhr5/Ceacam1/Ceacam20/Cubn/Ddx58/Dpp4/Enpep/Epb41l3/Hip1r/Mttp/Npc1l1/Pdzk1/Phlpp2/Plb1/Rhoa/Slc26a2/Slc26a6/Slc27a4/Slc2a2/Slc34a2/Slc3a1/Slc5a1/Slc6a19/Slc7a8/Slc7a9/Slc9a3/Slc9a3r1/Syne2,40
CC,GO:0045177,apical part of cell,55/869,174/4909,4.0155842749158625e-6,8.961093329285925e-5,8.209144584177027e-5,Abcb1a/Abcg2/Abcg5/Ace2/Akr1a1/Amn/Aqp1/Atp1a1/Atp1b1/Atp8b1/Cd36/Cdhr5/Ceacam1/Ceacam20/Cubn/Dab1/Dpep1/Dpp4/Enpep/Epcam/Erbb2/Erbb3/Fabp2/Fas/Hip1r/Mgst1/Muc13/Myo1a/Myo7a/Myo7b/Naaladl1/Numb/Pdzd3/Pdzk1/Ptk2/Rab17/Reg3b/Slc12a2/Slc15a1/Slc23a2/Slc26a2/Slc26a6/Slc2a2/Slc2a5/Slc34a2/Slc3a2/Slc44a4/Slc5a1/Slc6a19/Slc7a8/Slc7a9/Slc9a3/Slc9a3r1/Stx3/Ush1c,55
CC,GO:0031966,mitochondrial membrane,101/869,381/4909,5.17822750000789e-6,1.0977842300016727e-4,1.0056662881594272e-4,Abcd1/Abcd3/Acaa2/Acad11/Acadm/Acat1/Atp5j/Bad/Ckmt1/Cnp/Cox16/Cox4i1/Cox5a/Cox5b/Cox6a1/Cox6b1/Cox6c/Cox7a2/Cox7a2l/Cox7c/Cyb5r3/Cyp2b10/Dao/Dhrs1/Eci1/Etfdh/Fahd1/Gcdh/Glud1/Guf1/Hadh/Idh2/Ifi27l2b/Ivd/Lyn/Maob/Mcur1/Mgst1/Mpst/COX2/COX3/ND1/ND4/ND5/Ndufa10/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufa9/Ndufb10/Ndufb11/Ndufb3/Ndufb4b/Ndufb4c/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufs8/Ndufv1/Ndufv2/Ndufv3/Otc/Ppox/Rmdn3/Scp2/Sdhb/Sdhc/Sfxn1/Sfxn2/Slc25a15/Slc25a45/Slc25a51/Slc3a1/Slc44a1/Stat3/Trim14/Uqcr10/Uqcrb/Uqcrc1/Uqcrc2/Uqcrfs1/Uqcrq/Vrk2,101
CC,GO:0005902,microvillus,23/869,52/4909,7.3991879260514275e-6,1.4939312764980023e-4,1.368571601359888e-4,Adcy6/Anks4b/Cdhr5/Ceacam20/Clca1/Cnp/Erbb2/Espn/Fabp2/Iqgap2/Mttp/Myo1a/Myo7a/Myo7b/Pdzk1/Ptprh/Slc26a2/Slc27a4/Slc34a2/Slc7a8/Slc9a3r1/Ush1c/Vil1,23
CC,GO:0098796,membrane protein complex,111/869,439/4909,1.8291366883116808e-5,3.525245253837058e-4,3.229432717641197e-4,Abcg5/Abhd6/Ano6/Ap1s1/Atp1a1/Atp1b1/Atp1b3/Atp5j/B2m/Casp3/Casp8/Cd74/Cdh17/Ceacam1/Chmp4c/Clic5/Copz1/Cox4i1/Cox5a/Cox6a1/Cox6b1/Cox7c/Dag1/Dlg3/Erbb2/Erbb3/Fas/Gna11/Gnaq/Grb2/H2-Aa/H2-Ab1/H2-DMa/H2-Eb1/H2-K1/H2-T23/Itga6/Lyn/Magt1/Mep1a/Mep1b/COX2/COX3/ND1/ND4/ND5/Ndufa10/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufa9/Ndufb10/Ndufb11/Ndufb3/Ndufb4b/Ndufb4c/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufs8/Ndufv1/Ndufv2/Ndufv3/Pde4d/Pdzd11/Pik3r1/Ptk2b/Sdhb/Sdhc/Sec11c/Sec23a/Sec23b/Sec24a/Sec31a/Slc26a6/Slc3a2/Slc9a3r1/Snx12/Sorbs1/Stt3b/Stx3/Syk/Syne2/Tap1/Tap2/Trpm4/Ttyh2/Uqcr10/Uqcrb/Uqcrc1/Uqcrc2/Uqcrfs1/Uqcrq,111
CC,GO:0005740,mitochondrial envelope,104/869,407/4909,2.140301978872628e-5,3.945600169747801e-4,3.6145145547093803e-4,Abcd1/Abcd3/Acaa2/Acad11/Acadm/Acat1/Atp5j/Bad/Cat/Ckmt1/Cnp/Cox16/Cox4i1/Cox5a/Cox5b/Cox6a1/Cox6b1/Cox6c/Cox7a2/Cox7a2l/Cox7c/Cyb5r3/Cyp2b10/Dao/Dhrs1/Dtymk/Eci1/Etfdh/Fahd1/Gcdh/Glrx/Glud1/Guf1/Hadh/Idh2/Ifi27l2b/Ivd/Lyn/Maob/Mcur1/Mgst1/Mpst/COX2/COX3/ND1/ND4/ND5/Ndufa10/Ndufa11/Ndufa12/Ndufa13/Ndufa2/Ndufa3/Ndufa4/Ndufa5/Ndufa6/Ndufa7/Ndufa8/Ndufa9/Ndufb10/Ndufb11/Ndufb3/Ndufb4b/Ndufb4c/Ndufb4/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc2/Ndufs1/Ndufs2/Ndufs3/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufs8/Ndufv1/Ndufv2/Ndufv3/Otc/Ppox/Rmdn3/Scp2/Sdhb/Sdhc/Sfxn1/Sfxn2/Slc25a15/Slc25a45/Slc25a51/Slc3a1/Slc44a1/Stat3/Trim14/Uqcr10/Uqcrb/Uqcrc1/Uqcrc2/Uqcrfs1/Uqcrq/Vrk2,104
CC,GO:0098858,actin-based cell projection,33/869,96/4909,5.6198604286020934e-5,9.928420090530366e-4,9.095300430500757e-4,Adcy6/Anks4b/Atp8b1/Cdhr5/Ceacam20/Clca1/Clic5/Cnp/Coro1a/Cyfip1/Dag1/Erbb2/Espn/Fabp2/Fgd4/Iqgap2/Itga6/Mttp/Myo1a/Myo7a/Myo7b/Ocm/Pdzk1/Ptprh/Slc26a2/Slc27a4/Slc34a2/Slc7a8/Slc9a3r1/Syne2/Twf2/Ush1c/Vil1,33
CC,GO:0016323,basolateral plasma membrane,34/869,101/4909,7.060220457677768e-5,0.0011974133896221495,0.0010969353047928826,Ace/Aqp1/Atp1a1/Atp1b1/Atp2b4/Cask/Cd38/Cdh17/Ceacam1/Cnnm4/Dag1/Dlg3/Epcam/Erbb2/Erbb3/Hpgd/Itga6/Mttp/Myo1a/Naip1/Numb/Pdzd11/Ptk2/Rab17/Slc12a2/Slc12a6/Slc16a10/Slc23a2/Slc26a6/Slc2a2/Slc3a2/Slc4a4/Slc51b/Slc7a8,34
CC,GO:0005615,extracellular space,77/869,293/4909,1.0139285171557344e-4,0.0016534834279770436,0.0015147353151031013,Ace/Ace2/Acy1/Ago2/Alad/Amn/Anpep/Aoc1/Apoa1/Apoa4/Aqp1/Asah2/Atp5j/B2m/Cat/Ccl25/Ccl6/Cd74/Ceacam1/Ces1d/Ces1e/Ces2a/Ces2e/Cnp/Creld2/Ctsh/Ctss/Cubn/Dag1/Dbi/Dmbt1/Erbb3/Fam3b/Fam3c/Fas/Fbln1/Fcgrt/Ggt1/Gpt/H2-K1/H2-T23/H2-T3/Hdgf/Hdlbp/Hexb/Hmgb1/Hmgb2/Hnrnpa2b1/Hpgd/Klk1/Lgals4/Lipe/Lsr/Lxn/Mcpt1/Mertk/Muc13/Ocm/Olfm4/Pcsk5/Pigr/Plbd1/Pm20d1/Prdx4/Reg3b/Reg3g/Rnpep/Sema4b/Slc9a3/Smpdl3a/Smpdl3b/Sord/Susd2/Tcn2/Tgfbi/Xdh/Xpnpep2,77
CC,GO:0031528,microvillus membrane,9/869,14/4909,1.4026390693011102e-4,0.002202662834754336,0.0020178316435559827,Adcy6/Cdhr5/Ceacam20/Mttp/Pdzk1/Slc26a2/Slc34a2/Slc7a8/Slc9a3r1,9
CC,GO:0009897,external side of plasma membrane,24/869,70/4909,5.947367282805483e-4,0.009006013313962589,0.00825029521562114,Abcg2/Ace/Anpep/B2m/Btnl1/Btnl2/Cd36/Cd74/Ceacam1/Dag1/Enpep/Fas/Fcgrt/H2-Aa/H2-Ab1/H2-K1/H2-T23/H2-T3/Itga6/L1cam/Ly75/P4hb/Ptprc/Rnpep,24
CC,GO:0005777,peroxisome,30/869,95/4909,6.466681313915377e-4,0.0091395762570004,0.00837265054327991,Abcd1/Abcd3/Acaa1a/Acaa1b/Acad11/Acot4/Acox1/Cat/Dao/Decr2/Dhrs4/Eci3/Ephx2/Far2/Fdps/Hacl1/Hsd17b4/Idh2/Isoc1/Mgst1/Mvd/Mvk/Nudt12/Pipox/Pmvk/Prdx1/Scp2/Serhl/Slc27a2/Xdh,30
CC,GO:0042579,microbody,30/869,95/4909,6.466681313915377e-4,0.0091395762570004,0.00837265054327991,Abcd1/Abcd3/Acaa1a/Acaa1b/Acad11/Acot4/Acox1/Cat/Dao/Decr2/Dhrs4/Eci3/Ephx2/Far2/Fdps/Hacl1/Hsd17b4/Idh2/Isoc1/Mgst1/Mvd/Mvk/Nudt12/Pipox/Pmvk/Prdx1/Scp2/Serhl/Slc27a2/Xdh,30
